"","Country","WHO_region","T0","T0/2","T0/3","T0/4","T0/5","Criterion","transform","filter","domain"
"4407","Argentina","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4408","Aruba","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4409","Bahamas","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4410","Barbados","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4411","Belize","AMRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4412","Bermuda","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4413","Bolivia (Plurinational State of)","AMRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4414","Bonaire","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4415","Brazil","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4416","British Virgin Islands","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4417","Canada","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4418","Cayman Islands","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4419","Chile","AMRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4420","Colombia","AMRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4421","Costa Rica","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4422","Cuba","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4423","Curaao","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4424","Dominica","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4425","Dominican Republic","AMRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4426","Ecuador","AMRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4427","El Salvador","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4428","Falkland Islands (Malvinas)","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4429","French Guiana","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4430","Grenada","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4431","Guadeloupe","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4432","Guatemala","AMRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4433","Guyana","AMRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4434","Haiti","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4435","Honduras","AMRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4436","Jamaica","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4437","Martinique","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4438","Mexico","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4439","Montserrat","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4440","Nicaragua","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4441","Panama","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4442","Paraguay","AMRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4443","Peru","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4444","Puerto Rico","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4445","Saba","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4446","Saint Barthlemy","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4447","Saint Kitts and Nevis","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4448","Saint Lucia","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4449","Saint Martin","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4450","Saint Pierre and Miquelon","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4451","Saint Vincent and the Grenadines","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4452","Sint Eustatius","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4453","Sint Maarten","AMRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4454","Suriname","AMRO",0,0,1,0,0,"SC",1,"stop-band","time"
"4455","Trinidad and Tobago","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4456","Turks and Caicos Islands","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4457","United States Virgin Islands","AMRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4458","United States of America","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4459","Uruguay","AMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4460","Venezuela (Bolivarian Republic of)","AMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4461","Afghanistan","EMRO",0,1,0,0,0,"BIC",1,"stop-band","time"
"4462","Bahrain","EMRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4463","Djibouti","EMRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4464","Egypt","EMRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4465","Iran (Islamic Republic of)","EMRO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4466","Iraq","EMRO",0,1,0,0,0,"BIC",1,"stop-band","time"
"4467","Jordan","EMRO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4468","Kuwait","EMRO",0,1,0,0,0,"BIC",1,"stop-band","time"
"4469","Lebanon","EMRO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4470","Libya","EMRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4471","Morocco","EMRO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4472","Oman","EMRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4473","Pakistan","EMRO",0,1,0,0,0,"BIC",1,"stop-band","time"
"4474","Qatar","EMRO",0,1,0,0,0,"BIC",1,"stop-band","time"
"4475","Saudi Arabia","EMRO",0,1,0,0,0,"BIC",1,"stop-band","time"
"4476","Somalia","EMRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4477","Sudan","EMRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4478","Syrian Arab Republic","EMRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4479","Tunisia","EMRO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4480","United Arab Emirates","EMRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4481","Yemen","EMRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4482","occupied Palestinian territory including east Jerusalem","EMRO",0,1,0,0,0,"BIC",1,"stop-band","time"
"4483","Afghanistan","EMRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4484","Bahrain","EMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4485","Djibouti","EMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4486","Egypt","EMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4487","Iran (Islamic Republic of)","EMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4488","Iraq","EMRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4489","Jordan","EMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4490","Kuwait","EMRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4491","Lebanon","EMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4492","Libya","EMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4493","Morocco","EMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4494","Oman","EMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4495","Pakistan","EMRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4496","Qatar","EMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4497","Saudi Arabia","EMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4498","Somalia","EMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4499","Sudan","EMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4500","Syrian Arab Republic","EMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4501","Tunisia","EMRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4502","United Arab Emirates","EMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4503","Yemen","EMRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4504","occupied Palestinian territory including east Jerusalem","EMRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4505","Albania","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4506","Andorra","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4507","Armenia","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4508","Austria","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4509","Azerbaijan","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4510","Belarus","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4511","Belgium","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4512","Bosnia and Herzegovina","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4513","Bulgaria","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4514","Croatia","EURO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4515","Cyprus","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4516","Czechia","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4517","Denmark","EURO",0,0,1,0,0,"BIC",1,"stop-band","time"
"4518","Estonia","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4519","Faroe Islands","EURO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4520","Finland","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4521","France","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4522","Georgia","EURO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4523","Germany","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4524","Gibraltar","EURO",0,1,0,0,0,"BIC",1,"stop-band","time"
"4525","Greece","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4526","Greenland","EURO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4527","Guernsey","EURO",0,1,0,0,0,"BIC",1,"stop-band","time"
"4528","Holy See","EURO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4529","Hungary","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4530","Iceland","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4531","Ireland","EURO",0,1,0,0,0,"BIC",1,"stop-band","time"
"4532","Isle of Man","EURO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4533","Israel","EURO",0,0,1,0,0,"BIC",1,"stop-band","time"
"4534","Italy","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4535","Jersey","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4536","Kazakhstan","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4537","Kosovo","EURO",0,1,0,0,0,"BIC",1,"stop-band","time"
"4538","Kyrgyzstan","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4539","Latvia","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4540","Liechtenstein","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4541","Lithuania","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4542","Luxembourg","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4543","Malta","EURO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4544","Monaco","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4545","Montenegro","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4546","Netherlands","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4547","North Macedonia","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4548","Norway","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4549","Poland","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4550","Portugal","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4551","Republic of Moldova","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4552","Romania","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4553","Russian Federation","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4554","San Marino","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4555","Serbia","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4556","Slovakia","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4557","Slovenia","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4558","Spain","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4559","Sweden","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4560","Switzerland","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4561","Tajikistan","EURO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4562","The United Kingdom","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4563","Trkiye","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4564","Turkmenistan","EURO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4565","Ukraine","EURO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4566","Uzbekistan","EURO",0,0,1,0,0,"BIC",1,"stop-band","time"
"4567","Albania","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4568","Andorra","EURO",0,0,0,0,0,"SC",1,"stop-band","time"
"4569","Armenia","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4570","Austria","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4571","Azerbaijan","EURO",0,0,1,0,0,"SC",1,"stop-band","time"
"4572","Belarus","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4573","Belgium","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4574","Bosnia and Herzegovina","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4575","Bulgaria","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4576","Croatia","EURO",0,1,0,0,0,"SC",1,"stop-band","time"
"4577","Cyprus","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4578","Czechia","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4579","Denmark","EURO",0,0,1,0,0,"SC",1,"stop-band","time"
"4580","Estonia","EURO",0,0,1,0,0,"SC",1,"stop-band","time"
"4581","Faroe Islands","EURO",0,0,0,0,0,"SC",1,"stop-band","time"
"4582","Finland","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4583","France","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4584","Georgia","EURO",0,0,0,0,0,"SC",1,"stop-band","time"
"4585","Germany","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4586","Gibraltar","EURO",0,1,0,0,0,"SC",1,"stop-band","time"
"4587","Greece","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4588","Greenland","EURO",0,0,0,0,0,"SC",1,"stop-band","time"
"4589","Guernsey","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4590","Holy See","EURO",0,0,0,0,0,"SC",1,"stop-band","time"
"4591","Hungary","EURO",0,0,1,0,0,"SC",1,"stop-band","time"
"4592","Iceland","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4593","Ireland","EURO",0,1,0,0,0,"SC",1,"stop-band","time"
"4594","Isle of Man","EURO",0,0,0,0,0,"SC",1,"stop-band","time"
"4595","Israel","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4596","Italy","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4597","Jersey","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4598","Kazakhstan","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4599","Kosovo","EURO",0,1,0,0,0,"SC",1,"stop-band","time"
"4600","Kyrgyzstan","EURO",0,1,0,0,0,"SC",1,"stop-band","time"
"4601","Latvia","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4602","Liechtenstein","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4603","Lithuania","EURO",0,1,0,0,0,"SC",1,"stop-band","time"
"4604","Luxembourg","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4605","Malta","EURO",0,0,0,0,0,"SC",1,"stop-band","time"
"4606","Monaco","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4607","Montenegro","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4608","Netherlands","EURO",0,1,0,0,0,"SC",1,"stop-band","time"
"4609","North Macedonia","EURO",0,1,0,0,0,"SC",1,"stop-band","time"
"4610","Norway","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4611","Poland","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4612","Portugal","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4613","Republic of Moldova","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4614","Romania","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4615","Russian Federation","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4616","San Marino","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4617","Serbia","EURO",0,0,1,0,0,"SC",1,"stop-band","time"
"4618","Slovakia","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4619","Slovenia","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4620","Spain","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4621","Sweden","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4622","Switzerland","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4623","Tajikistan","EURO",0,0,0,0,0,"SC",1,"stop-band","time"
"4624","The United Kingdom","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4625","Trkiye","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4626","Turkmenistan","EURO",0,0,0,0,0,"SC",1,"stop-band","time"
"4627","Ukraine","EURO",0,1,1,0,0,"SC",1,"stop-band","time"
"4628","Uzbekistan","EURO",0,0,1,0,0,"SC",1,"stop-band","time"
"4629","Bangladesh","SEARO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4630","Bhutan","SEARO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4631","Democratic Peoples Republic of Korea","SEARO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4632","India","SEARO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4633","Indonesia","SEARO",0,1,0,0,0,"BIC",1,"stop-band","time"
"4634","Maldives","SEARO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4635","Myanmar","SEARO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4636","Nepal","SEARO",0,1,0,0,0,"BIC",1,"stop-band","time"
"4637","Sri Lanka","SEARO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4638","Thailand","SEARO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4639","Timor-Leste","SEARO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4640","Bangladesh","SEARO",0,1,1,0,0,"SC",1,"stop-band","time"
"4641","Bhutan","SEARO",0,0,0,0,0,"SC",1,"stop-band","time"
"4642","Democratic Peoples Republic of Korea","SEARO",0,0,0,0,0,"SC",1,"stop-band","time"
"4643","India","SEARO",0,1,1,0,0,"SC",1,"stop-band","time"
"4644","Indonesia","SEARO",0,1,0,0,0,"SC",1,"stop-band","time"
"4645","Maldives","SEARO",0,0,0,0,0,"SC",1,"stop-band","time"
"4646","Myanmar","SEARO",0,1,0,0,0,"SC",1,"stop-band","time"
"4647","Nepal","SEARO",0,1,0,0,0,"SC",1,"stop-band","time"
"4648","Sri Lanka","SEARO",0,0,0,0,0,"SC",1,"stop-band","time"
"4649","Thailand","SEARO",0,1,1,0,0,"SC",1,"stop-band","time"
"4650","Timor-Leste","SEARO",0,0,0,0,0,"SC",1,"stop-band","time"
"4651","American Samoa","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4652","Australia","WPRO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4653","Brunei Darussalam","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4654","Cambodia","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4655","China","WPRO",0,1,0,0,0,"BIC",1,"stop-band","time"
"4656","Cook Islands","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4657","Fiji","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4658","French Polynesia","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4659","Guam","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4660","Japan","WPRO",0,1,0,0,0,"BIC",1,"stop-band","time"
"4661","Kiribati","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4662","Lao Peoples Democratic Republic","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4663","Malaysia","WPRO",0,1,0,0,0,"BIC",1,"stop-band","time"
"4664","Marshall Islands","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4665","Micronesia (Federated States of)","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4666","Mongolia","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4667","Nauru","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4668","New Caledonia","WPRO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4669","New Zealand","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4670","Niue","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4671","Northern Mariana Islands (Commonwealth of the)","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4672","Palau","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4673","Papua New Guinea","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4674","Philippines","WPRO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4675","Pitcairn Islands","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4676","Republic of Korea","WPRO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4677","Samoa","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4678","Singapore","WPRO",0,1,1,0,0,"BIC",1,"stop-band","time"
"4679","Solomon Islands","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4680","Tokelau","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4681","Tonga","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4682","Tuvalu","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4683","Vanuatu","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4684","Viet Nam","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4685","Wallis and Futuna","WPRO",0,0,0,0,0,"BIC",1,"stop-band","time"
"4686","American Samoa","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4687","Australia","WPRO",0,0,1,0,0,"SC",1,"stop-band","time"
"4688","Brunei Darussalam","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4689","Cambodia","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4690","China","WPRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4691","Cook Islands","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4692","Fiji","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4693","French Polynesia","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4694","Guam","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4695","Japan","WPRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4696","Kiribati","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4697","Lao Peoples Democratic Republic","WPRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4698","Malaysia","WPRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4699","Marshall Islands","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4700","Micronesia (Federated States of)","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4701","Mongolia","WPRO",0,1,0,0,0,"SC",1,"stop-band","time"
"4702","Nauru","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4703","New Caledonia","WPRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4704","New Zealand","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4705","Niue","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4706","Northern Mariana Islands (Commonwealth of the)","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4707","Palau","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4708","Papua New Guinea","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4709","Philippines","WPRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4710","Pitcairn Islands","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4711","Republic of Korea","WPRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4712","Samoa","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4713","Singapore","WPRO",0,1,1,0,0,"SC",1,"stop-band","time"
"4714","Solomon Islands","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4715","Tokelau","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4716","Tonga","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4717","Tuvalu","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4718","Vanuatu","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4719","Viet Nam","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4720","Wallis and Futuna","WPRO",0,0,0,0,0,"SC",1,"stop-band","time"
"4721","Algeria","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4722","Angola","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4723","Benin","AFRO",0,1,1,0,0,"BIC",2,"stop-band","time"
"4724","Botswana","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4725","Burkina Faso","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4726","Burundi","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4727","Cabo Verde","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4728","Cameroon","AFRO",0,1,1,0,0,"BIC",2,"stop-band","time"
"4729","Central African Republic","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4730","Chad","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4731","Comoros","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4732","Congo","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4733","Ctedvoire","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4734","Democratic Republic of the Congo","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4735","Equatorial Guinea","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4736","Eritrea","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4737","Eswatini","AFRO",0,1,1,0,0,"BIC",2,"stop-band","time"
"4738","Ethiopia","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4739","Gabon","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4740","Gambia","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4741","Ghana","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4742","Guinea","AFRO",0,1,1,0,0,"BIC",2,"stop-band","time"
"4743","Guinea-Bissau","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4744","Kenya","AFRO",0,1,1,0,0,"BIC",2,"stop-band","time"
"4745","Lesotho","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4746","Liberia","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4747","Madagascar","AFRO",0,1,1,0,0,"BIC",2,"stop-band","time"
"4748","Malawi","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
"4749","Mali","AFRO",0,0,0,0,0,"BIC",2,"stop-band","time"
